date,planned_cost_yuan,increase_cost_yuan,cancellation_refund_yuan,breach_cost_yuan,adjustment_net_yuan,emergency_cost_yuan,total_cost_yuan,original_kwh,adjusted_kwh,increase_kwh,decrease_kwh,emergency_kwh,dump_kwh,charge_kwh,discharge_kwh,energy_start_kwh,energy_end_kwh,lp_eq_max,lp_ineq_max,max_tree_nodes,raw_simultaneous_slots
2025-02-01,25932.28462971338,0.0,231.08151329123726,115.54075664561863,-115.54075664561863,398.12277356259494,26214.866646630355,49969.16407162401,49467.57459263288,0.0,501.5894789911227,95.41960220989188,8432.137363920423,23549.745085336945,16797.064187747925,6000.0,8531.36592375,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-02-02,58063.399900347824,0.0,443.64299064068473,221.82149532034236,-221.82149532034236,263.4961534089696,58105.07455843645,91929.70353002517,91158.73693581176,0.0,770.9665942134061,42.062259748278166,8129.432997101007,24718.05045583703,20002.962207377997,8531.36592375,8552.09777025,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-02-03,57145.78203054407,0.0,432.0597297231411,216.02986486157056,-216.02986486157056,953.7314549442717,57883.483620626765,90628.54017638895,90026.79893149408,0.0,601.7412448948638,250.53040210634185,5369.542258077115,24605.30777328059,19914.43719775728,8552.09777025,8569.72232425,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-02-04,57304.33554691804,0.0,57.7585825518879,28.87929127594395,-28.87929127594395,1569.5421853370383,58844.99844097912,90731.30275089163,90606.07806498924,0.0,125.22468590237293,433.6095806353471,5090.267293001322,24985.771275122483,20231.214872499208,8569.72232425,8577.78883575,9.094947017729282e-13,2.2737367544323206e-13,15,0
2025-02-05,55619.50355741063,200.9684982365042,0.0,0.0,200.9684982365042,1904.542096529569,57725.01415217671,88266.83844271877,88548.71439010046,281.8759473816856,0.0,519.3140479219658,3672.067635680496,24384.900851360984,19737.367032352395,8577.78883575,8593.79178825,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-02-06,56459.158420961816,0.0,752.7099066899814,376.3549533449907,-376.3549533449907,1081.028901016126,57163.832368632946,89419.72308967152,88395.0109177348,0.0,1024.7121719367199,255.75425893022248,4104.451992488783,24241.962139551444,19966.706172041868,8593.79178825,8226.328633799774,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-02-07,21981.605797480013,0.0,723.4189098267188,361.7094549133594,-361.7094549133594,812.2802883705579,22432.17663093721,42373.959435832825,40810.95954077013,0.0,1562.9998950627014,211.36283155932608,5978.229040372118,20071.833826511596,16833.42016122093,8226.328633799774,7587.178898525843,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-02-08,21204.082321725225,0.0,0.0,0.0,0.0,933.03831269715,22137.120634422376,40941.968665096996,40941.968665096996,0.0,0.0,230.1889939671124,4703.103892282089,20776.604507308468,15884.713457193115,7587.178898525843,8636.441336,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-02-09,54681.35254137013,203.31340841974196,0.19402496650087492,0.09701248325043746,203.2163959364915,1449.9801019552365,56334.54903926185,86937.56230840358,87227.40719741062,290.1261253695578,0.2812363625175749,474.43325931663463,3520.5847431040474,24346.3391197713,19720.499372814753,8636.441336,8636.480574000001,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-02-10,54191.15456242704,0.0,1263.2822606272987,631.6411303136493,-631.6411303136493,384.60918085544694,53944.12261296884,86333.52138080573,84338.67816118897,0.0,1994.8432196167573,134.37233497123003,5625.741048456502,23828.797262080934,19308.125397710563,8636.480574000001,8628.925445750001,9.094947017729282e-13,1.1368683772161603e-13,15,0
2025-02-11,53479.476214740214,0.0,1262.7674941032276,631.3837470516138,-631.3837470516138,840.1371651124923,53688.22963280109,85477.23949637657,83765.62806340658,0.0,1711.6114329699826,187.04167621417133,4247.560374142999,23633.415526023222,19148.90329387881,8628.925445750001,8622.440203749999,1.8189894035458565e-12,1.1368683772161603e-13,11,0
2025-02-12,53283.39425317665,0.0,986.324486385654,493.162243192827,-493.162243192827,1482.5644094790218,54272.796419462844,85179.90289582724,83605.49201007889,0.0,1574.410885748357,350.7286037842798,4190.644306576555,23630.458706727775,19131.6185327745,8622.440203749999,8632.499114499999,1.8189894035458565e-12,1.1368683772161603e-13,11,0
2025-02-13,51360.13683005604,0.0,1094.2046178850069,547.1023089425034,-547.1023089425034,672.754130475402,51485.78865158895,81881.5390750345,80290.37547232707,0.0,1591.1636027074387,240.2325771413847,6052.0785668888975,22035.597791924327,18886.54732601143,8632.499114499999,7479.484542774742,1.8189894035458565e-12,1.1368683772161603e-13,11,0
2025-02-14,19281.735312205285,283.26245119736194,52.43605355331374,26.21802677665687,257.04442442070507,1809.720450656213,21348.5001872822,37127.07394909611,37232.54827167617,232.96290403717435,127.48858145712069,515.6390272872362,4771.330580501095,18629.131957866663,15454.077056071015,7479.484542774742,7074.5065758869405,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-15,19973.958378100346,13.27185438477761,0.0,0.0,13.27185438477761,1677.1192859158023,21664.349518400926,38546.05256088546,38557.58129391837,11.528733032904626,0.0,421.4345832722938,4433.0671811487555,20278.202761790246,15012.345165748346,7074.5065758869405,8644.505544000001,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-16,51422.85755901014,0.0,979.0240835187167,489.51204175935834,-489.51204175935834,3867.9464128482114,54801.291930098996,82589.3563230849,81213.36840744076,0.0,1375.9879156441357,1040.049062972732,2515.1868335344566,22987.377816073902,18626.526279194866,8644.505544000001,8637.005268249999,9.094947017729282e-13,1.1368683772161603e-13,13,0
2025-02-17,51189.82226965173,0.0,1646.8924258530553,823.4462129265277,-823.4462129265277,500.9054369419406,50867.28149366715,82548.76399144897,79988.63838271234,0.0,2560.1256087366282,181.14758130132265,4686.0687734235635,22578.677534070706,18278.823510147267,8637.005268249999,8648.01114875,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-18,49140.828848594545,102.02656812109069,0.0,0.0,102.02656812109069,2664.7511779409206,51907.60659465655,79450.51107264767,79565.50546803698,114.99439538931554,0.0,667.5571107250835,3733.372928791033,23249.970660330026,18841.66879369232,8648.01114875,8637.7971945,9.094947017729282e-13,1.1368683772161603e-13,14,0
2025-02-19,49263.579108697966,579.1328323519579,152.73853321119225,76.36926660559612,502.7635657463617,2777.2188690777193,52543.56154352205,79597.92115236836,79800.68888343006,533.5086344108377,330.74090334914115,738.9226821420744,3168.530603174855,23675.458115468093,19183.704536404148,8637.7971945,8630.48223575,1.8189894035458565e-12,1.1368683772161603e-13,14,0
2025-02-20,48976.435646935395,0.0,525.856719312977,262.9283596564885,-262.9283596564885,1863.1299429637284,50576.63723024264,78559.68093346484,77728.06182927734,0.0,831.6191041875012,451.31647053425525,5001.041522353011,20687.160044185264,18501.95700006001,8630.48223575,6691.196275450053,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-21,18851.173494162,0.0,1.9445182348975378,0.9722591174487689,-0.9722591174487689,1011.3305801615644,19861.531815206115,36161.98405989767,36159.701493593064,0.0,2.2825663046103273,272.3566483293725,7698.777405781529,18089.9482169044,14916.929514096824,6691.196275450053,6397.783543889772,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-22,19688.10043770774,92.01879245993933,0.0,0.0,92.01879245993933,2046.4008245804796,21826.520054748158,38266.456587591936,38344.83986051425,78.38327292231357,0.0,501.45677924900883,5110.886201936318,20421.6776044442,14531.030049950594,6397.783543889772,8631.7044435,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-23,48657.17068871849,2.0766755897832265,399.4293922050307,199.71469610251535,-197.6380205127321,3665.8458328968227,52125.37850110259,78916.82465608373,78351.84792489604,1.736641235811362,566.7133724235132,1106.2456663232756,3535.715908527588,23097.748896886245,18707.224897527856,8631.7044435,8633.873009,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-24,48106.42734267963,149.99469846487005,20.347794614788267,10.173897307394133,139.82080115747593,920.9757389143526,49167.22388275145,78021.70703328807,78208.70670242001,218.4502724141896,31.450603282257134,194.39347663226442,5814.759983253549,23063.701047405553,18678.3944682735,8633.873009,8637.432320250002,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-25,48274.9419430981,0.0,1686.573007205278,843.286503602639,-843.286503602639,1408.4251317047674,48840.08057120023,78432.54590951007,75784.90057276587,0.0,2647.645336744203,356.1641791264263,6136.618068125798,22194.49408662193,18011.370636188767,8637.432320250002,8599.842957999997,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-26,46526.03251540904,757.3993034735444,6.4916810289334705,3.2458405144667353,754.1534629590776,1712.1401105256805,48992.326088893795,75944.2972853985,76677.39053837766,747.7405477195354,14.647294740373354,448.08172878847773,3929.7292663604067,23153.554274065267,18772.65930659287,8599.842957999997,8579.531464,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-27,45855.78121600824,5.334480491194047,288.84733669698926,144.42366834849463,-139.0891878573006,1927.333498809512,47644.02552696045,73819.77466841221,73205.93567391273,4.652433709396519,618.4914282088685,397.9143101977924,4794.941636592017,20643.16817951145,18790.844031992936,8579.531464,6279.667234457042,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-02-28,18286.29523367514,0.0,0.0,0.0,0.0,730.0960413753526,19016.391275050497,35010.9630480578,35010.9630480578,0.0,0.0,222.16696029726182,8899.165182230197,17431.065430951676,14389.69415482681,6279.667234457042,5979.0770613948725,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-03-01,19487.172689634288,0.025748320122577852,0.0,0.0,0.025748320122577852,823.1891154809305,20310.387553435343,37910.656791295616,37910.67957540332,0.022784107709563628,0.0,241.46756885985388,8227.300533674872,20606.326354001925,14340.245676746948,5979.0770613948725,8591.164472500002,1.8189894035458565e-12,1.1368683772161603e-13,13,0
2025-03-02,46687.952749554606,4121.079591267528,0.0,0.0,4121.079591267528,3761.9571396467672,54570.98948046891,76155.12587368583,80121.39120550884,3966.2653318230105,0.0,983.7829380801779,4160.443468244528,24108.05588975169,19521.63228107387,8591.164472500002,8597.712238750002,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-03,47777.35994513578,1228.9120263857371,111.16376050086183,55.58188025043091,1173.330146135306,4302.487471187913,53253.177562459,77717.53631238484,78592.20911582613,1109.1862861439981,234.51348270270012,1039.0537692462005,3131.9416298486367,23591.623182975596,19109.448561085235,8597.712238750002,8597.452479999998,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-04,46632.1546084515,302.2518832219572,10.796490374563957,5.3982451872819786,296.85363803467527,2371.8320588589263,49300.8403053451,75795.89391819893,76076.73263297438,297.39012918954205,16.551414414082046,814.2608327462113,3295.39874053905,23118.855157358983,18722.71836551077,8597.452479999998,8601.401715500002,9.094947017729282e-13,1.1368683772161603e-13,15,0
2025-03-05,47488.59796802749,0.0,1142.4283610961784,571.2141805480892,-571.2141805480892,962.7042246721867,47880.088012151595,77305.79969856396,75560.16798855367,0.0,1745.6317100103138,278.9739196708972,5321.794686140704,23028.699047195732,18641.82384177854,8601.401715500002,8614.093256,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-06,44357.49715514321,13.38790597785301,81.93928469733149,40.969642348665744,-27.581736370812738,831.7558339908301,45161.67125276322,71261.28116001993,71098.9543878095,10.592984710009773,172.91975692044684,215.45169723793754,4665.533241354826,19572.72131844446,18864.502608085186,8614.093256,5268.98398917203,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-07,17473.445995565195,0.0,73.43754672253618,36.71877336126809,-36.71877336126809,412.78396113742843,17849.511183341354,33076.58237327822,32985.65313671225,0.0,90.92923656596999,151.6635814788415,9586.18264506818,16050.775835896946,13421.927296107368,5268.98398917203,4801.429690248875,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-08,18871.12115839791,0.0,0.0,0.0,0.0,872.2258431277364,19743.347001525646,36734.99479477862,36734.99479477862,0.0,0.0,290.28999099767657,10712.89451399204,20235.539024955666,12986.288269838076,4801.429690248875,8584.205624,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-09,45904.062829027054,0.0,1749.9375139193853,874.9687569596927,-874.9687569596927,1008.9149995671601,46038.009071634515,75269.98715351148,72269.79662939874,0.0,3000.190524112727,288.18260023359926,4850.077208545678,22959.22641282455,18584.84944173788,8584.205624,8597.676682500001,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-10,44558.372475718395,297.1136023186718,0.0,0.0,297.1136023186718,5397.012345604222,50252.49842364129,73266.50693694378,73630.75753303629,364.2505960924985,0.0,1481.8740811153848,2823.986286211863,22392.31418376215,18145.740305822346,8597.676682500001,8588.825774750001,9.094947017729282e-13,1.1368683772161603e-13,15,0
2025-03-11,42790.91507930859,687.9522660315125,0.0,0.0,687.9522660315125,2495.9365614394233,45974.803906779525,70382.57499495041,71268.36765248273,885.7926575323413,0.0,597.150577679434,3773.3903026405223,21931.11876248241,17777.909634960757,8588.825774750001,8573.599733250001,1.8189894035458565e-12,2.2737367544323206e-13,15,0
2025-03-12,44904.20398388542,64.79014417740176,1546.301205651258,773.150602825629,-708.3604586482272,942.935556404091,45138.77908164129,73750.00010109281,71282.12744014729,48.18465700358081,2516.0573179490934,328.6249270998437,4948.0576271435175,22160.80183155413,17933.641774783842,8573.599733250001,8592.052743000002,9.094947017729282e-13,1.1368683772161603e-13,15,0
2025-03-13,42685.57104931239,833.1602320181903,0.0,0.0,833.1602320181903,2953.5040965388835,46472.23537786947,68909.38190449242,69895.22104407639,985.83913958397,0.0,670.91500228634,3210.6016516443433,17920.805379002973,18110.889000951254,8592.052743000002,4597.567583045725,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-14,16598.03970226926,157.42192500844695,0.0,0.0,157.42192500844695,529.1117225310047,17284.57334980871,31877.760684585606,32004.087339501402,126.32665491579719,0.0,161.3510788657557,13442.052807794034,15658.117385751753,12964.157758511963,4597.567583045725,4285.25349854235,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-15,18508.254204138775,123.18607950796381,0.0,0.0,123.18607950796381,1949.6254457382765,20581.065729385013,36476.596825891655,36570.748105924795,94.15128003313927,0.0,530.6335213401486,8413.44582759478,20401.391503201452,12637.580853531292,4285.25349854235,8604.749347500001,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-16,43452.3863921811,236.31306054142013,0.0,0.0,236.31306054142013,1721.1576145636275,45409.85706728614,71455.13141972428,71679.84215070435,224.71073098008878,0.0,485.8724698786151,4557.604889904482,22359.895576948213,18102.832779603053,8604.749347500001,8614.396722750002,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-17,42211.739367772025,148.65467248711286,1809.6651135740126,904.8325567870063,-756.1778842998935,1316.8305299944336,42772.39201346657,70104.9718123909,67063.82287437894,109.44146155544286,3150.5903995674025,329.07004614616267,5429.171697510619,21638.612998321812,17533.02320864067,8614.396722750002,8608.011522750003,9.094947017729282e-13,1.1368683772161603e-13,15,0
2025-03-18,44320.64299663654,0.0,1126.4291257725476,563.2145628862738,-563.2145628862738,1075.9850931225,44833.41352687277,72927.95402150284,71011.58526474479,0.0,1916.368756758065,238.17308566293218,5998.9283867859185,21800.852368974403,17675.98077201927,8608.011522750003,8588.80001925,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-19,41000.333187765515,621.5139638033775,37.998883566057614,18.999441783028807,602.5145220203485,1223.9392750750862,42826.786984860955,67713.23953800248,68237.89641337474,603.1150995247128,78.45822415246369,312.66963069480164,4920.846554846151,21942.024684465152,17777.775645241774,8588.80001925,8583.538185,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-20,39999.75378883696,101.7963101361757,391.8814802216546,195.9407401108273,-94.1444299746516,3380.745740663694,43286.355099526,64668.94980219385,64101.46672929614,70.31423462198279,637.797307519698,873.5240524884648,3419.4990327101077,17104.50080707876,17757.97087467093,8583.538185,4246.510161736518,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-21,15672.054143261628,0.0,132.5163698902684,66.2581849451342,-66.2581849451342,873.7505258387653,16479.54648415526,30399.59973393735,30243.372669535296,0.0,156.22706440204885,235.01916420096074,15892.702165083094,14937.764554989764,12385.539403003264,4246.510161736518,3928.7878134459047,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-22,18270.88191231135,39.84238531540137,0.0,0.0,39.84238531540137,714.76693843267,19025.491236059424,36134.958402501215,36167.80183606433,32.84343356312354,0.0,285.65227638119455,12521.255262020863,20316.30689838235,12265.307781291016,3928.7878134459047,8585.344265,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-23,41620.042921206594,0.0,502.0040159743583,251.00200798717916,-251.00200798717916,1172.507348172374,42541.54826139179,68680.43902825553,68030.54763795203,0.0,649.8913903035,320.1142852874307,5512.181648179138,21358.34038391392,17289.58022552028,8585.344265,8597.2059155,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-24,40499.230621479335,922.8376623377878,349.7416714786894,174.8708357393447,747.9668265984433,1294.289878200655,42541.48732627844,67108.34164475421,67183.27811925442,839.5161218161961,764.5796473159821,419.6504074630875,5508.898553953991,21604.790251737828,17509.257362307642,8597.2059155,8586.7867395,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-25,41990.51285734454,96.37157085919057,711.3688568584311,355.68442842921553,-259.312857570025,1797.3980379907664,43528.59803776529,69550.66398299205,68382.45740517793,67.3832127752438,1235.589790589356,507.0796210760577,3833.8365987719126,21625.47769876533,17519.90198794992,8586.7867395,8583.158904000002,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-26,39830.41720669584,207.9645373730244,462.18933097420694,231.09466548710347,-23.13012811407907,902.3253540961848,40709.612432677946,65975.30948634748,65358.77837070226,175.48161929136808,792.0127349365941,274.67794207024156,5930.647735313225,21624.259314303225,17514.005603510617,8583.158904000002,8584.98606075,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-27,38470.41645067965,154.81875562617256,291.8486242074553,145.92431210372766,8.89444352244491,2179.5901184019704,40658.90101260407,61942.66928781316,61472.43066377514,113.72065151607495,583.9592755540941,632.1473992483311,4575.060101079258,15820.144457480577,17007.615895536364,8584.98606075,3925.7650774421136,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-28,15534.574927630365,58.00453294980282,0.0,0.0,58.00453294980282,853.2043197465437,16445.78378032671,30386.416084211753,30428.700757847706,42.284673635951506,0.0,218.61685720139042,17230.820716527684,15065.65655906404,12471.040427209291,3925.7650774421136,3628.1443948116494,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-29,17646.172048918863,249.57040251943405,0.0,0.0,249.57040251943405,964.3027921719677,18860.045243610268,35550.94915669808,35739.23957292934,188.29041623126173,0.0,225.43265432661258,19940.386136627418,20300.716210135186,11983.639302839983,3628.1443948116494,8583.634203000001,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-30,39282.72664732892,0.0,1231.455927852189,615.7279639260945,-615.7279639260945,2795.3357747211885,41462.33445812401,65347.66625794774,63181.93680335849,0.0,2165.72945458925,700.4711145242273,4422.297019577895,21479.807489235925,17365.316290931107,8583.634203000001,8620.6650645,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-03-31,37149.299356036645,1930.0059258489678,0.0,0.0,1930.0059258489678,2898.9757460688784,41978.28102795449,61756.53858669616,64351.49504148206,2594.9564547859045,0.0,736.7247144741942,4064.8128427824995,21417.420609160137,17345.40317931971,8620.6650645,8623.6734135,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-01,39299.54940223896,1158.602515983136,0.0,0.0,1158.602515983136,2493.2169717430925,42951.3688899652,66019.81165149443,67469.89689379506,1450.0852423006204,0.0,631.770514819562,3949.81571625703,20935.72514521535,16992.72496952444,8623.6734135,8585.020522499999,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-02,39305.682852587546,1931.3220733557107,0.0,0.0,1931.3220733557107,1266.6273387315882,42503.632264674845,65700.51788813005,67829.73452256547,2129.21663443542,0.0,294.9314771575087,3625.804433768108,21439.19166489404,17375.66549893917,8585.020522499999,8573.998022083333,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-03,37533.800287172926,22.164643810198267,170.52299557810585,85.26149778905292,-63.096853978854654,650.0798100656834,38120.78324325975,60624.02635973407,60263.364797282135,15.16775734633427,375.8293197982632,174.18706970427206,6212.239624322892,16045.336132185072,17683.554156188227,8573.998022083333,3366.407034174094,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-04,15018.104847356228,0.0,0.0,0.0,0.0,646.2989698337327,15664.40381718996,29610.43188106305,29610.43188106305,0.0,0.0,153.17446758247945,20611.295187074404,14519.438414832859,11797.92950326173,3366.407034174094,3325.091048343971,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-05,17511.763870637147,0.0,0.0,0.0,0.0,1458.933662790548,18970.697533427694,35493.572247932614,35493.572247932614,0.0,0.0,384.7092729840036,15302.597093010034,20123.64178425172,11592.072339678467,3325.091048343971,8556.288276749998,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-06,38665.661400804136,714.8729863814881,233.82606685729672,116.91303342864836,597.9599529528397,565.9745927611107,39829.59594651809,65115.366983900574,65161.67377901463,559.3140504507629,513.0072553367137,140.29484060746609,6793.174511518078,21581.79767611759,17483.07983468024,8556.288276749998,8554.2619245,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-07,36946.535062526615,418.4840644054333,2.041212038929449,1.0206060194647244,417.4634583859686,417.6942383221138,37781.6927592347,62120.45790648307,62514.95335838062,398.87385609945574,4.37840420190787,135.49827997407692,5468.932869067723,20705.582669361254,16766.783183407613,8554.2619245,8559.52723425,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-08,38403.2446288512,355.5938125229613,470.7564554434449,235.37822772172245,120.21558480123878,1326.9730154593844,39850.43322911182,64414.488531311865,63860.284672388894,251.420933485624,805.6247924085919,301.87596796635177,5748.892059119709,21406.568331678274,17346.4933671094,8559.52723425,8551.557213749998,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-09,37813.03374428433,2686.0809622711035,0.0,0.0,2686.0809622711035,1564.5182163237132,42063.63292287915,63411.05461734885,66935.275927715,3524.221310366169,0.0,433.0602044922057,4103.713422505118,21759.305652160183,17628.99395912475,8551.557213749998,8547.161234999998,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-10,35515.24024619772,999.7627847095442,264.2879162858229,132.14395814291146,867.6188265666328,1897.2424054194353,38280.10147818379,57451.85215456527,58308.308329494925,1355.2419660547196,498.785791125068,434.7617650823056,6190.951511320551,15275.520754388217,17184.040071131538,8547.161234999998,3201.7520571365712,1.8189894035458565e-12,1.1368683772161603e-13,15,0
2025-04-11,14310.906574486555,0.0,49.45629480920394,24.72814740460197,-24.72814740460197,1357.897417568427,15644.075844650379,28526.844850039015,28472.158654781266,0.0,54.68619525774932,317.2521542923628,20882.547801540288,13946.353448845366,11356.140607978694,3201.7520571365712,3135.5361522321864,1.8189894035458565e-12,1.1368683772161603e-13,15,0
