日期,0:00-0:10,0:10-0:20,0:20-0:30,0:30-0:40,0:40-0:50,0:50-1:00,1:00-1:10,1:10-1:20,1:20-1:30,1:30-1:40,1:40-1:50,1:50-2:00,2:00-2:10,2:10-2:20,2:20-2:30,2:30-2:40,2:40-2:50,2:50-3:00,3:00-3:10,3:10-3:20,3:20-3:30,3:30-3:40,3:40-3:50,3:50-4:00,4:00-4:10,4:10-4:20,4:20-4:30,4:30-4:40,4:40-4:50,4:50-5:00,5:00-5:10,5:10-5:20,5:20-5:30,5:30-5:40,5:40-5:50,5:50-6:00,6:00-6:10,6:10-6:20,6:20-6:30,6:30-6:40,6:40-6:50,6:50-7:00,7:00-7:10,7:10-7:20,7:20-7:30,7:30-7:40,7:40-7:50,7:50-8:00,8:00-8:10,8:10-8:20,8:20-8:30,8:30-8:40,8:40-8:50,8:50-9:00,9:00-9:10,9:10-9:20,9:20-9:30,9:30-9:40,9:40-9:50,9:50-10:00,10:00-10:10,10:10-10:20,10:20-10:30,10:30-10:40,10:40-10:50,10:50-11:00,11:00-11:10,11:10-11:20,11:20-11:30,11:30-11:40,11:40-11:50,11:50-12:00,12:00-12:10,12:10-12:20,12:20-12:30,12:30-12:40,12:40-12:50,12:50-13:00,13:00-13:10,13:10-13:20,13:20-13:30,13:30-13:40,13:40-13:50,13:50-14:00,14:00-14:10,14:10-14:20,14:20-14:30,14:30-14:40,14:40-14:50,14:50-15:00,15:00-15:10,15:10-15:20,15:20-15:30,15:30-15:40,15:40-15:50,15:50-16:00,16:00-16:10,16:10-16:20,16:20-16:30,16:30-16:40,16:40-16:50,16:50-17:00,17:00-17:10,17:10-17:20,17:20-17:30,17:30-17:40,17:40-17:50,17:50-18:00,18:00-18:10,18:10-18:20,18:20-18:30,18:30-18:40,18:40-18:50,18:50-19:00,19:00-19:10,19:10-19:20,19:20-19:30,19:30-19:40,19:40-19:50,19:50-20:00,20:00-20:10,20:10-20:20,20:20-20:30,20:30-20:40,20:40-20:50,20:50-21:00,21:00-21:10,21:10-21:20,21:20-21:30,21:30-21:40,21:40-21:50,21:50-22:00,22:00-22:10,22:10-22:20,22:20-22:30,22:30-22:40,22:40-22:50,22:50-23:00,23:00-23:10,23:10-23:20,23:20-23:30,23:30-23:40,23:40-23:50,23:50-0:00+1
2025-02-01,1307.4716513665337,1292.930173737625,1315.0439328422226,1332.2868695700213,1327.8150454744896,496.95161421244126,505.92856958615823,485.87495636856676,813.8218081706987,496.9757664222181,509.7718900196335,510.5622673245413,519.4879663267292,521.9221092122291,520.701977102292,508.18626661753393,519.0919375892652,543.7054044273443,526.972627101657,529.7323851164789,538.6914311765258,538.1815806441334,529.0292007941458,562.5043125185307,539.341296166225,524.6089773531129,547.558677161187,568.2532951705729,563.8211943331785,572.228054944475,562.0372045928939,559.3861409525965,579.5569828547815,1416.3170461888699,582.7943881865723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.6291095220663,470.35706885512616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.45856991669118,619.259849805756,598.5277945945352,579.1894100964502,624.1338916282332,588.5254813254792,556.7595768639233,558.5485175166204,552.3257292246885,566.2464391060669,552.2062262039201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.9816413287994,339.4982553238535,195.62235240598176,199.78668850729628,244.87780398841454,318.1274978944414,352.45376562083436,365.42808745893984,400.20538132162363,475.0053703246237,527.1301116421712,506.3733246462345,445.31456483887945,463.49309642942,479.7262910852214,476.18499891680335,489.1758926036665,468.0716224657181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.9182632696042,546.7251254570275,514.4666724306617,488.7998469518501,506.15706329985005,511.9644197131944,502.05474988416574,423.5895244560573,437.49080927093246,447.12947624437436,453.9696789317463,444.5580292085048,433.42414981264676,421.4842103334618,432.84581530687905,442.10725227286173,462.12559053580486,431.550716816358,506.80158911764977,634.2730247506814
2025-02-02,1482.0183170599198,1457.5943042598956,1458.3631072568396,1483.3482373658653,1473.9613474641424,1490.25727676195,1312.663599987,1490.9705448641912,1496.5453164819785,675.9002583059251,656.1879709783864,1502.9429807852257,1527.542964525009,705.618655854518,699.3861216605948,687.9177103046272,701.612119443865,671.4580403325263,670.7140753182174,693.0115079947831,703.0900915717281,684.4387061654976,711.7320100344763,734.0473787468536,715.7378946417057,693.2658449226922,701.8328738797734,717.1716159885107,711.5961150802327,709.2576767510237,726.6974588839646,746.4484396662285,1573.2994501970793,1540.8922482478567,789.9105888112049,915.5477307101669,248.89858237034537,914.4371083947727,942.8889009983749,915.0744915050036,906.6394371939735,906.108966509338,869.5095988886695,841.8182210631231,802.9156653733821,1564.0591965980516,800.3511044375131,134.2917620275441,86.68280044627613,4.071026390805628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.2445682676669,463.264236063889,0.0,0.0,148.54927497332278,420.8456387301587,0.0,269.4112326942459,1092.0876478743312,1061.0417423136264,1082.44566550402,1134.533348126909,1124.0636135835352,1034.351950034434,991.1326797324496,981.7160551816936,1003.7968183117944,993.7514597605435,1028.419952353686,1074.0564018802206,263.5373787119179,233.33768012229245,212.2138743998368,246.4323543224082,306.97039434926137,366.343395807234,0.0,0.0,0.0,0.0,0.0,0.0,1427.341651873326,1417.6283946197912,1439.410036358856,1464.9109770921468,1452.2854724527724,769.5519016881485,788.0892325469036,828.9304786199804,875.4259530827414,920.1026385172547,978.570584955063,1019.8300863917561,1035.0244451128046,1035.1972692679112,1043.8388062717268,1063.3817806817408,1077.2362697177675,958.656385990513,757.4480911143694,731.3680963909171,757.9333433895987,750.4776149549486,768.5041594171619,435.08961738586504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.2432058684298,761.5332697418754,748.8845194805261,750.0567935512157,762.5121319770171,767.2215632480777,724.1159629449717,591.2361620897369,584.9774530257025,600.3037019263302,607.9021778596627,605.5928088511127,595.8624076001669,609.1743706677972,610.682021439108,612.0176764226316,603.2594657095735,604.690993776273,610.3747796666555,633.8947668609792
2025-02-03,1452.2631183418887,1445.8391768125578,1456.1244249593967,1457.5456988871547,1450.8519689922232,1472.3081190046407,1322.3897038965908,1499.2131448415773,1490.720486114666,689.426770589395,670.3851095355062,1506.2576897875228,1513.8697861317164,676.8231639263321,684.3093256941947,689.2957967442056,701.6429375095297,695.5940877960356,675.5822929475269,689.7801749021817,677.4128213651527,699.9720985103468,724.7093588149708,729.6217441273737,721.4888926654695,712.8220391563998,725.7028107197841,719.5741512203664,715.0171921931299,725.8127909803943,725.811519209375,731.778797099249,1547.5036832403014,1546.7933325084919,776.962924630204,903.0185851181835,253.27911571179584,930.4895795652284,946.6061126513126,925.7754459592541,911.9857678751675,894.310890399767,887.6010295466557,841.4684502739498,789.7797455418979,1533.2437144086152,766.1702426563211,115.25468077690391,79.34026515423568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.8882339656435,420.00996573487123,0.0,0.0,57.223586732388114,392.47319519603093,0.0,247.20368271052155,1095.8812039353704,1072.6767027870906,1057.1807012405584,1069.0534011048755,1097.529937946929,1041.7245622303521,924.6934997671339,882.9261614355948,919.7216104711481,910.6020864353696,919.3995483904674,988.1713657402545,187.0716131686731,177.145957301123,160.0293364237466,182.34463416560698,252.7766462301276,303.5047397506306,0.0,0.0,0.0,0.0,0.0,0.0,1425.1250364102157,1403.9293806447567,1439.1602106889097,1445.8012590295639,1301.9863204506355,741.7183912017467,779.8967333312418,834.05757278281,905.7541960142722,916.2846128843286,951.5150852468751,991.4579817750582,1034.3432586115355,1032.6561392211042,1020.8906459278292,1053.6961988256528,1074.7988719205944,954.0305599371411,745.8650715658758,731.9573306277828,761.0175642817281,728.8124536732162,752.519432588256,453.68769835929754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.3747698506271,745.5434359584593,767.8790746154281,767.6344238931604,792.1173110236809,788.7753452344951,737.3052121635556,614.9342867871943,584.4581784316354,595.6926741797482,579.3801373102204,594.3848159065332,585.6705919163322,575.5129038234451,603.1490191276727,625.8329641036551,627.330269623242,627.8144244775832,617.43999313236,613.0833073104249
2025-02-04,1463.5449551382408,1472.28074375399,1456.1611916404154,1452.7722380109449,1468.7208483432519,1495.623809963838,1320.4290415211085,1493.4719415548407,1500.616127844039,652.0497387537885,665.9247123379577,1549.3796841867838,1507.984760359267,673.8369724488875,683.0691571281576,688.8249242974996,668.0053494457397,690.368187278594,681.7799750883892,680.3402836953477,723.4817359937177,702.613132052981,694.3536352281142,713.9441898276957,735.3016648371017,736.6461632960546,720.0326128495714,712.0337700318416,714.9532225720721,734.0836695738783,741.7453084638626,746.7490143514634,1580.3029922059245,1546.7611083929503,780.0555659163488,926.1975378196506,253.23399420335807,901.0611518105275,926.2959346078951,942.0453615002724,939.0657954294179,897.0131266516544,854.7167249196987,834.7983655764394,767.8077975362145,1521.933964157241,782.1328562115624,130.00539478065753,62.94229374702263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.3976535490483,280.4771274942814,0.0,0.0,0.0,359.5086522901422,0.0,253.07393525698473,1065.7798805201687,1058.7975256497614,1014.8327662046396,1000.2270018753777,1038.1660430709096,989.7106204769452,916.6400437302484,967.9199484778941,951.2120870151563,914.9140105670347,940.1531765219577,980.6372342631328,179.09234488602874,188.3105703858408,216.39295076115394,246.53515316428107,252.9665504045036,295.781957055939,0.0,0.0,0.0,0.0,0.0,0.0,1346.666920965512,1398.3976115197502,1439.8168678822772,1454.349641793507,1324.961573349145,780.2156330561183,811.2889331384548,826.7797784743434,895.5360786282706,938.5499734054935,963.1893958037545,997.4303515035529,1023.5071504424548,1032.5146762031827,1035.0134314777602,1070.74748412739,1102.8576978322903,966.499363821932,750.8848233286247,718.4071759881257,741.5983685301533,723.5079136763188,742.3325034713117,500.49674822163234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.8746991845892,764.2414333247037,767.2192153988019,753.2695108498066,740.0488471014686,792.1847535694089,699.4642635278389,568.5179643870542,566.9554541854033,581.8955826132091,569.344526915089,591.3193644423035,587.2116876539028,606.8625088833609,601.4940851470044,622.2899280266379,604.4666341611427,632.8488312590422,627.2424499452578,608.2323659379792
2025-02-05,1406.686818584336,1416.440480490789,1443.3062709664557,1418.6817026684314,1416.7956459887291,1471.3095098956476,1293.245357859799,1450.2580480131587,1467.4951628421218,619.8622778606076,609.7798199831409,1489.2174664365216,1460.4770085471587,642.9255577425039,642.4546179229085,629.8429914702775,661.0141282340078,671.6674055096057,659.8216868777249,662.6560118954835,672.0076671674524,668.0809659112377,667.6620126596534,708.2915164934345,722.8826495692854,706.911108636367,693.2095043900979,696.1679865320604,687.5410884626242,673.099424085265,698.1683196533847,694.7685872645687,1556.325112249051,1545.8343631149778,750.1198841437188,714.0985830190672,45.5655147158576,863.1814682876408,862.1127528265599,876.9442785040629,882.3235860707711,831.6735445910199,758.7308545563653,762.3697973505458,716.6317827752331,1501.7447525794526,734.419141694901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.53361499917577,961.1579060823175,908.6050074124139,846.1064054331588,866.0125261434737,942.2858713021318,949.5575785815633,886.8075216492192,889.3238169711623,836.4629382839113,838.0715392941447,822.9232990048143,902.9768639125648,49.64902957305334,78.60233648555187,102.99837493904987,167.6608661572282,157.57408326158858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.0204149771835,1298.0694886355511,1310.8007011350119,1025.4387255307886,599.8028967088618,650.4035898728621,720.0676533529311,730.3073156354094,780.4709264097387,828.3780259794491,841.3889267117165,876.3583155401982,970.5828674706755,1008.4398547013795,1018.7797484952565,1035.3944526057376,1017.1111935177437,897.6880560170272,728.0281734677174,708.8134577097611,720.7325879972989,724.5426274833725,737.0777195972466,114.41422731048624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.5823782551454,720.1715582394592,725.502621406398,719.8133420397954,718.0870166266237,777.3591687105906,692.8385235645626,560.3587617667853,575.7019391455705,573.4025790645168,570.9659620797463,558.1508317500321,561.2659483277653,583.9998992720027,566.8441917686009,558.686590243902,562.9252753673194,576.8856412606249,584.8269452048479,570.7372294549386
2025-02-06,1405.549273978923,1398.1465333762944,1424.826153858011,1451.5175603103824,1475.443472810367,1480.6285883467376,1308.2791507451343,1467.680475224371,1489.6314238922212,627.6267195887083,630.6557011385391,1524.4181709257437,1474.868717918329,624.6235898773577,625.3407573889738,619.9436120722117,637.0732733314536,685.1527759450523,676.5126772476171,667.9159505244837,685.1916268909397,667.5013546663178,656.2291121606429,672.6266531291263,693.5001895397662,661.6860774854704,670.9305755307217,696.9092470319376,673.3334305366635,690.6370358350765,689.4540547291895,722.7938782517647,1544.2487942404455,1522.8430425227084,734.0602922331315,855.0562601908141,53.67698682973548,888.9889730331531,894.699005393911,871.4622979322024,824.7017910150794,842.9952501486292,781.7099477157592,758.9167025778328,703.7153054971599,1535.9022186408606,754.9262090954137,0.33745231163027256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.578005097299,933.320629962154,957.6421982072358,979.7604807562104,904.8514827570514,876.8365979917753,890.380607850401,900.2556027783052,813.5118247267782,814.4658129635212,881.3028908599636,865.7724004827381,904.7663238188385,29.60507787980941,111.65847346918716,117.10191998430099,137.13711304871185,164.1778394013102,18.687394955834037,0.0,0.0,0.0,0.0,0.0,0.0,1290.2883967966918,1317.0719634070845,1329.6664479504384,1397.531124186113,615.4462947303984,650.3248360159174,698.4866746460228,733.8603463450777,801.0054014165935,838.4130122217422,851.2523708888127,896.917772972179,974.6714413903295,1011.2099181307417,1019.6498799059755,1028.7957422764323,1038.8762018814377,915.4471377208033,734.4753723913893,718.9567816282976,728.8541836718498,734.6490321994905,725.7539272342635,240.34997406603287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.7025981441212,722.4049114847587,729.9225898368649,725.7497108951002,718.9633757699794,720.4342005533016,682.4839036699082,568.0252755176001,568.700693752231,589.228609253232,586.4148833448351,563.955881269856,554.9411894544521,572.8227602302056,562.4487182338173,577.7738398656924,584.4585995727424,601.4081216296673,569.0476843766925,457.20885903967906
2025-02-07,1259.504223164536,1295.2870903272744,1293.5501099215767,1288.982044735271,1299.365364870454,1298.2007983722103,1164.9419049135279,1320.8906712917799,1314.59622796758,485.28871681308027,491.2789365873514,1353.5752075100027,1332.4433573269007,496.16646910840547,495.651389126037,499.4673660746108,558.4026876933352,562.6646486873391,550.7231848006027,553.1148858136689,533.8550455536611,496.7271958320353,481.9016217926122,547.3447241110522,558.7906881790037,586.7224265451026,524.5615506536458,565.5482658406453,546.6531170721715,544.3771091465991,577.4274424529287,596.6179751339798,1430.414409036041,1416.4958825888925,537.9333775704238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.979175004562,357.9674977962377,609.3867099065699,617.5674433563856,582.0487266065087,584.4010208114125,624.4966881720552,674.1781991985533,659.3401357226039,624.5054736679313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1479890670936,40.191809272609994,81.77621477808276,143.87875653407238,175.24618029272003,185.05521860563962,271.23538398599277,275.058629453422,326.0522686962676,394.86853222686744,429.13350484028183,435.3457282892025,451.31630403440715,469.9767067239574,500.3842641306042,514.4218883773965,519.2721104636868,480.5362021993574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.71033276351079,492.0618998581397,480.4759850338734,520.8622922181654,506.4436701172002,503.37012062163905,465.9312558201606,435.4452860724843,412.8508580603683,446.618970034314,433.8140428781724,422.426732451984,408.82750657894917,428.7705835807235,434.80570816966656,439.6095326235415,417.0005003328874,441.58060681724555,427.65668210803153,423.9611943372777
2025-02-08,1243.1657728166722,1261.9720975037317,1273.4951313824383,1272.9628315380207,1274.9365784367137,1257.714127087498,1134.873785301902,1296.4419160377422,1276.6368308365354,453.06604108804237,482.3171314844371,1324.7443148204684,1316.4920126723696,487.5289500915757,483.1148703375728,485.26517756700633,500.618566405557,484.24110400070214,490.6253953378763,489.70874402658086,536.0951821107894,512.3750783403791,494.2907321331835,483.59174631502617,495.4378252693878,492.2157910175852,507.6201200086246,512.622640623005,500.62071136932985,514.3655806152786,491.2531820709262,493.8610841846766,1390.4569991689877,1384.3518090186299,569.5855684185055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.755042476682775,0.0,0.0,0.0,546.3182707808038,548.338578421276,590.801593994513,604.2657027352147,590.5600985448475,557.1458838752978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.09270099013418,36.48725676477588,108.49576583793811,162.44848326634764,160.03653431028314,159.2991128151328,180.66451176666163,247.85399871953558,310.8307326162056,337.40699539992556,444.1748776274691,411.6447071748187,387.04626569568,450.4976213814432,451.9777339079275,481.18072900500135,492.59802495911174,259.54780336579756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.49263961542937,473.7906592449059,482.15159539786686,432.8262214172805,486.0749968821786,478.9743863245077,397.3163262883174,394.853859542873,415.16470463881205,454.79887941398374,392.664831767875,417.6021142261522,425.3917343970925,402.2207812221027,416.2105199470884,417.3998357768355,433.717904563313,482.34240938753146,569.9030685834367
2025-02-09,1413.5215915090205,1416.6452443183448,1404.7634402819137,1397.3261914581242,1415.656985073342,1432.775477620783,1262.6750246015163,1437.256678086162,1441.4091738034824,595.3832536477252,609.1438494262586,1468.9863961483693,1461.3887895731148,616.1659083083555,641.1351997282256,635.8460001365884,644.7862308680182,641.3798092463337,640.7762876236332,637.7558247405215,685.6848062634548,675.5444600670493,655.2790436064806,660.4794672183621,674.4162057397017,676.0230845339335,659.734293527304,657.6476324350795,670.019091637567,666.6306366026375,688.0750626086619,690.3281097539814,1526.6615948028086,1477.792034076566,726.4880300219578,525.9137546243472,15.323190651569234,831.895269430829,845.0727719460627,860.8303722730784,875.7438489789753,802.3410445867664,762.8085350658083,727.7292285102005,653.5491827711596,1414.4555986385167,722.852059215655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.51453954330736,974.8193778406361,941.0789376774253,917.9797029084939,898.0007444410946,940.5473595902874,836.0778526729295,827.3425776667708,896.8966047369487,926.6181806257978,898.5525564397357,852.0653037723744,837.5673664807897,77.93898863454918,110.79483126024542,70.72753713604189,100.56829337228032,153.5028446409408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.1372373638987,1265.6303008406294,1309.0252529783402,1190.0100627086522,602.2823308066615,637.174332769619,664.7040832548345,679.7332013577607,751.3117839620859,819.2926987734019,847.0099614660511,874.389312387684,940.238119706536,974.8270705435516,981.9541959742863,1008.5619788280052,1013.9198765131406,844.6032114159585,699.3265587433067,692.6939232867776,733.4556248532475,742.844740490513,747.9768383007697,114.94873430106372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.9455254034875,709.6360818057187,731.5465763971207,727.0220388350384,705.1449449620402,715.3082171547615,672.4094514812826,570.6520755170958,554.4654310790402,554.3242685391737,579.284548873535,553.5388302183851,549.2299471416262,570.5560099560338,560.3670248063954,563.8248880290465,563.0503881783577,562.0650811894488,571.7454389178356,588.8306402233787
2025-02-10,1386.896045015615,1389.1976060696043,1408.0092614025662,1395.1539988778854,1409.4713566331438,1435.5895622503015,1263.3109604593678,1454.356078483187,1466.1865969730952,608.1396071399051,604.272448923314,1480.386967006559,1459.8409932869145,633.3148435822353,633.1992822117121,625.5403638523713,623.5955478198517,670.6980764176964,637.6470396744662,653.0538476924535,659.5087001526848,672.5503687160272,658.2405699337761,672.4584984827271,684.7072931171255,681.7457500066007,666.7112690642259,676.8962896755093,661.9514227349044,655.9410977672097,676.9015847387731,690.3490970900087,1512.4003526076026,1478.198264606232,733.2001015686388,5.810144123417558,13.538276879825162,836.9696528222523,836.0687536716924,843.7066810168826,841.909060825879,807.0803141269082,765.7494761612542,722.5869014158756,674.9384394804716,1419.4094465753542,625.3624934261408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.80899208106678,961.1695432969711,908.5269480451238,937.9076444143399,930.7158861618418,894.3069442014915,840.3904962940711,785.7572291101385,803.6367110109958,868.3130123187238,867.7419554961706,877.742867108862,873.5978715932799,65.13718769519289,62.56054667279048,69.63527229130403,123.52086344978242,130.67660565938348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267.5449405545346,1245.9006279387997,1298.340339949525,1080.0848576304238,607.5701088551575,628.5338166850023,615.3222640072963,670.0271588392405,743.8620299276199,794.4278766101154,827.0062474254723,856.7553610337449,928.1970761183047,960.9211456981266,999.561439116876,1020.4796468844776,1023.9719243039829,847.3417725070019,725.3126814402497,707.2384261335511,736.559837356599,729.2150550349365,723.3400872099506,76.50840814144192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.117423115491,718.2562658349943,728.420784745334,741.5005147723982,739.017397880519,739.0630896649549,674.1938876547002,564.1376121540542,558.0482764702307,555.4906137163699,544.0443922355039,562.5856618277795,581.1800053824154,578.9724790983433,558.6641624035256,571.6372426556674,563.2779573781426,571.3983616056554,598.941566320649,580.3148570188536
